"","Coffee2[-1, 1]","Rd_Long_Tot","Rd_Long_NoProd","Rd_Short_Tot","Rd_Short_NoProd","Rd_Net","Rd_Net_NoProd","Rd_Merc_Long","Rd_Merc_Short","Rd_Swap_Long","Rd_Swap_Short","Rd_Money_Long","Rd_Money_Short","Rd_Other_Long","Rd_Other_Short"
"233","2012-02-21",-0.334147834688281,0.530203181394739,0.296675651834022,6.23368649296037,-668,-2071,-1.30509192188271,-3.04674832295166,-0.372646030505486,-4.76131269568736,1.20629639686207,14.1027229626525,2.9569593666678,-24.5304448473636
"234","2012-02-28",2.94133386346296,4.37633294544018,2.83380675501537,4.18908108875922,129,844,1.28920566743087,2.02571755071332,0.930855338952519,-9.67709831847596,7.04221626487502,6.60293656852957,11.3135963756926,6.64450994081527
"235","2012-03-06",3.33658361507005,-0.442591581279039,2.94526843294385,4.70447341110205,457,-2229,7.58144233486178,1.86978672130973,-0.293405917227751,5.38346815165571,-3.097813907711,3.6597786183389,19.9677298547641,11.0072897230415
"236","2012-03-13",3.85785448166835,-2.48738966149471,4.25410039161438,4.00767231761829,-423,-3192,10.2813091103839,4.40659781855324,-0.191176528815085,-1.58653116802174,-5.62888485677639,7.32155253177833,3.15924772203022,-12.9147678871441
"237","2012-03-20",5.39869548574892,3.07933886316611,4.94299894415366,5.00940913940191,592,-503,7.55271831945326,4.90196208723557,2.84785175447695,-3.69096735167567,1.97063804711224,9.1340106051943,11.6337518632434,-20.5798375177874
"238","2012-03-27",1.8307751456927,1.39617442026214,1.87669714080254,-2.33680194586015,-36,1912,2.22383697990534,4.39563178991147,0.787335512363363,-0.44228289700019,2.09468752180921,-1.69337130397054,1.01592475534495,-13.0485997456313
"239","2012-04-03",0.0982263880180412,-0.67123355793921,0.293043427593709,-3.51474587614238,-243,1182,0.786235988606521,2.42961248264297,-0.798066085565097,0.900191411101936,0.978262697407573,-3.8105076683328,-10.4811599752928,-8.39677796172786
"240","2012-04-10",2.83586822470383,2.05478120939127,3.04824090716984,4.02863952514991,-249,-585,3.52412806594025,2.51019515916937,0.936366432082814,1.51716224230576,3.9393184122849,5.07922734419513,-3.34801749715794,-4.79681924633057
"241","2012-04-17",-6.38584070614598,-3.64501217988664,-6.24088471872533,-0.859422892555983,-215,-1776,-8.84644277653752,-9.34598851132638,4.55466321158706,-16.3802509026718,-20.487407957456,1.14244644483996,38.1361265499798,1.74758119202778
"242","2012-04-24",0.504892463611917,4.04339284702413,0.487777805118483,1.57791628816444,23,1686,-2.87019950232068,-0.17422067073376,-0.870576130236245,21.4420601477276,9.58419449643415,-1.01486150381813,5.65025316794348,-2.34953936786635
"243","2012-05-01",-1.04368465446498,-0.907716821414617,-0.848982542182597,1.33873675351754,-240,-1175,-1.17811593514929,-2.21321549203903,-1.68777471036616,16.8988578031065,0.596295392751678,-1.44749754798905,-3.61025565208664,1.7580404159462
"244","2012-05-08",0.879485699979021,-0.780597314477305,0.41716536857539,2.66839247844377,565,-1740,2.49632050373698,-1.03855781060069,1.24619732451787,-0.963358235715894,-4.60408868631088,2.90314267988663,5.50659411760623,8.76291567090366
"245","2012-05-15",-1.33250258656012,0.0517844775076881,-0.934852757186988,-7.12594887547731,-488,3351,-2.67703651671027,2.94350471952889,0.403999453900461,-3.59936026479044,0.53160315920433,-8.06864913102778,-3.62587532250487,-3.70220450399152
"246","2012-05-22",1.15574891545656,0.375053572167872,0.678658865385628,-1.03987072208991,583,690,1.91853188381241,1.68839701474131,-1.67451542225265,-0.979182101977472,1.15887342331824,-1.05845245896621,6.91961028665755,-0.956267248106002
"247","2012-05-29",0.399704636679843,-4.28316437301834,0.0511264318291182,2.74712704668012,427,-3759,4.73973099310303,-1.5453904094187,-0.749824776677777,1.00826455092449,-6.09497266656103,2.34424488073088,-14.0078097926322,11.516989721727
"248","2012-06-05",1.02745632721035,-1.47829463622493,1.29822490599487,0.729985918134091,-319,-1180,3.19602111513149,1.6404567351028,-0.586326616081401,0.290360250457589,-2.46224560242734,0.212700536377319,-1.94608675208876,7.30653373667316
"249","2012-06-12",-1.18992457347069,-0.446898513707339,-0.943534353138276,1.67930058826204,-311,-1033,-1.8224424035532,-2.54963849268108,-1.14388144114486,-5.80456799243994,1.24730937143323,2.36494708451271,-4.12546675189382,8.8263540818394
"250","2012-06-19",-2.9654405981276,2.06229001557503,-2.85817064371638,0.29206437645577,-146,1040,-7.48576402680357,-4.88008464179384,2.20516878805661,3.05621365858517,3.05186014340322,-1.55745815051009,-3.31956238507907,12.6828818532458
"251","2012-06-26",-0.168477842901282,0.760157764359271,-0.323430333843611,-4.21968677563438,182,2381,-1.05217404173068,2.16225389892379,2.40278675958958,-19.0130239832337,-0.644974384788632,-1.0930594287613,-2.09896706787127,-9.65234690371286
"252","2012-07-03",0.944851918566236,0.355630759736947,0.43748192286408,-12.944452772385,609,5675,1.50741374678862,7.89201532429828,2.94927542246111,-4.40258960899182,-0.907466394120426,-14.8596093741778,-9.80673937032286,-8.29490829807504
"253","2012-07-10",0.263566302675855,-1.36408918212734,0.0810242863972022,-12.7516353133947,220,3947,1.78452274240719,5.94753559513421,-1.27292876546043,7.55999981578732,-0.988546121673473,-18.2256501334152,-4.01660417253336,-0.91455338787636
"254","2012-07-17",-1.13762295145445,0.905140175808761,-0.814913446618881,-6.16371928637083,-396,2605,-3.05423024147782,1.32922287938317,-0.883579012809932,1.23211970877435,4.53729216587231,-7.46125130322355,-7.23440810576079,-9.35316876112626
"255","2012-07-24",-1.45714184625021,-2.66957201021452,-1.23581981383261,-1.93007378734968,-273,-903,-0.310451559680303,-0.96906411579063,-0.891455780699246,5.06117928148555,-5.24634737007261,-3.23539405995934,-0.42891449633089,-5.50835705613313
"256","2012-07-31",1.09420793222306,0.31799899598095,0.784001545387447,3.05055920636192,373,-815,1.81431312196221,-0.0964716466066662,0.850953552522959,12.1510753248241,-1.97733022129682,-0.579408708895102,9.24328111850663,10.7290696961931
"257","2012-08-07",0.47576557948652,2.92193309605171,0.534288993888055,5.91225768868675,-63,-336,-1.83085353021717,-1.67016991022386,1.54428996463025,-2.81252433753867,4.97657801305138,7.9383764513798,1.37364797278856,9.06204558638688
"258","2012-08-14",-1.9322384466486,0.601187102153844,-2.5198834217866,16.5559784416441,654,-5974,-4.44104089852644,-11.8925669505977,0.589952658972415,-7.40620215506116,-0.226253919788277,23.0774076520275,5.05426716766788,9.68245980979585
"259","2012-08-21",1.6355723490145,3.18242569563694,2.58445217275547,16.3001205851469,-1082,-5441,0.0397659004002904,-6.09948560151174,3.89207136595058,-5.98107845289171,0.422762815469291,21.5688966075945,12.1379385644914,4.55836490071722
"260","2012-08-28",0.817909361582103,1.87101546983506,1.05520699628698,5.07593403840705,-276,-1396,-0.297763532795159,-1.89182167850923,1.37941929367464,-5.38395993493026,2.05877465841695,6.45239951566428,3.94195181152242,6.13633029558152
"261","2012-09-04",0.552681320004744,1.08361564291002,0.892709934813141,4.6170242828687,-405,-1753,-0.0190732151949646,-2.02932132457185,1.64167477651151,-3.9321619145019,-1.71685121629537,5.52197242711419,9.82675013250862,6.36882935459493
"262","2012-09-11",2.05433341641061,2.05735308734845,2.19955651950254,-2.54861648573801,-177,2651,2.05106350013331,5.89167841334426,2.14478072096291,-9.03562041635126,3.6056881752188,-3.26936075205584,-4.90654773399015,10.1735463231885
"263","2012-09-18",-4.5146033969818,-0.0486453839632972,-4.61142449968008,-21.0140354280796,119,9903,-9.58692705232824,6.07367177171056,1.48603609449331,-1.07239633629757,-1.06974478599273,-24.6244824356664,-4.69957351696468,-13.3396452605156
"264","2012-09-25",-0.940479397313965,-3.53525781697996,-0.610235502758272,-4.99313517995734,-384,-144,2.06524855485455,1.79857623702784,-0.444094138506301,-3.6313890844875,-8.58461765244627,-5.96069717434577,-0.681841764426139,0.301789407752295
"265","2012-10-02",1.91952660424448,3.10268696778824,1.82301921223527,-12.524068260444,107,6695,0.569833331955394,8.68218480779603,0.497609822851608,3.85920320393307,8.4871675878885,-17.9792136505533,-4.38467815420633,3.8011332854623
"266","2012-10-09",-5.33745717738956,-5.77557665833641,-4.50098166935682,0.19333965141044,-930,-3629,-4.83367893873279,-6.58788104531247,-3.57953653410163,-7.1152539796751,-9.82271697673749,5.19105540244276,-1.43999374789789,-22.8024902856475
"267","2012-10-16",1.32635219601234,2.67776777898892,1.77159751195735,22.0211170538017,-529,-7175,-0.243041388808329,-9.12249759008343,-0.10787986312959,-0.155607456095552,3.75593840359656,28.1021641517484,14.6674744949513,-2.02452030945075
"268","2012-10-23",-0.30214830004045,0.800030178892719,-0.716393983802988,6.03563834209275,481,-2276,-1.61672361029961,-5.20135174650793,1.85464916716853,0.17781733958504,-2.94802453065017,6.12619182740914,9.05595770457275,11.7871566487302
"269","2012-10-30",-1.66622335880771,-1.17470888261924,-1.5165592450602,2.14211726037057,-148,-1748,-2.26282067961279,-4.16945054967002,1.09290705321907,-3.64087698633337,-2.92307685604793,2.94424537994864,-7.02857822075913,0.776018003666579
"270","2012-11-06",3.90047068061321,-0.90335147182401,3.78623730648755,10.5294284187091,78,-5916,9.46671541200104,-1.57505695117113,-0.236835510100342,0.436631740452853,-5.15197856770371,11.9522093592611,9.86370180890166,6.90084878247639
"271","2012-11-13",-1.11393732617522,7.62043991259276,-1.59140869359078,6.65309185871958,567,1115,-11.696347667811,-9.1268514112949,4.71637602869031,-50.0030323550367,11.9083457272517,11.1058600260721,8.28825364218737,3.29026562105099
"272","2012-11-20",0.911852502710531,4.11540111827282,0.200857173280511,2.31546858077873,818,1409,-3.53015628682947,-1.93538708300203,0.194508070477539,-11.7830295752331,7.4706774566824,4.12162931117663,11.3886796830196,-10.3786877293324
"273","2012-11-27",-0.0804293065467476,0.291018843745761,0.220305319840541,-1.15275545341493,-348,872,-0.618004464351074,1.61771822706811,-0.791833377607176,1.01566679286726,1.00344538882666,-1.45175220111469,2.69150997123937,1.25934500176168
"274","2012-12-04",-0.0640437596535648,2.64149716510804,0.481252354720496,1.07949849711684,-633,1203,-4.13281059144932,-0.122849075481923,0.540044975628717,-6.61398025045452,1.15680514648044,1.30194807077206,15.0229106174077,2.49469396846411
"275","2012-12-11",1.82381612283802,4.70460957107228,1.18842696068651,-1.86123890160612,734,4469,-2.82973183991935,4.19411934651421,6.0769538363294,2.92574059883703,4.43841845012436,-2.30588022016445,0.330339930833645,0.855283179030764
"276","2012-12-18",0.0790268689980778,-2.38784936002876,1.70068262230174,2.90053957169523,-1928,-3434,4.08520384526803,0.539772156287199,-3.70738267938702,-15.2622795649205,-1.82293784362972,3.31177870404034,0.99472696333649,6.65395433057459
"277","2012-12-24",-0.2313083553938,-0.0778502256659763,0.666123038398148,0.377098475524029,-1073,-280,-0.473073003868585,0.948279426122234,0.388133122512535,-2.10858930777098,5.19252394180132,-3.1958024759934,-17.8614152005633,33.8028703755755
"278","2012-12-31",1.61557403891983,1.56340503171712,-0.15926608262351,-1.61087540063267,2105,2084,1.6978706120458,1.23385102792302,1.67476624122056,-6.77314161940865,4.28410860983153,2.51228064573059,-8.80655329580655,-38.130880886898
"279","2013-01-08",3.08018675663746,5.29424444847528,3.7492783172512,1.00243801189546,-868,3381,-0.51284937939613,6.28052564313784,5.38046635818148,-7.74505936504113,5.05854967881056,1.28488761954628,5.78465152621686,1.06719950029355
"280","2013-01-15",0.892812529570897,9.6196342218823,0.586002242999228,-13.3067803665089,369,15146,-15.6358753583561,11.5982584804318,13.8683013855418,25.7173299900521,7.50170450671828,-15.9146874348954,-4.26416212910166,-1.72625285239718
"281","2013-01-22",0.650819831558813,0.583304606849389,0.0643702663394308,-3.47196380920423,730,2263,0.795870747988658,2.46622940412831,2.73836986961431,-8.12826334368575,-2.10824839519343,-3.71161721077975,-0.592223880020448,0.965131422277921
"282","2013-01-29",-0.358992003729419,-2.4932730064382,-0.169358822687116,-3.04499319598808,-235,-600,4.07324014589268,1.68231565039658,-0.59126079543983,6.72440313291105,-3.31382687525164,-4.08939188558843,-10.8798308280669,2.22351308308646
"283","2013-02-05",3.34784068522698,0.182567282293533,3.86276771298597,12.3239511127611,-708,-6211,9.42135474980486,-1.84986960039701,1.38002937295933,8.48884843419109,-2.24998144782198,12.6596422767102,3.15785219516656,11.0258832341362
"284","2013-02-12",1.2045688759418,0.0395923196071735,1.24101374736263,14.9652702070203,-70,-8826,3.30465605951371,-10.0307261455677,-1.11043978112253,0.345722038385787,3.5431578331897,15.5694606652697,-8.33754092918113,15.4860616235855
"285","2013-02-19",1.77216459580087,2.39767344955499,1.72428405391472,7.45326184515918,31,-2909,0.653098165347998,-3.91780894357439,-0.351494210744541,-6.18386889550768,-0.440857689238427,7.99022384086054,30.7288662883284,7.4154763441193
"286","2013-02-26",2.9499612913634,4.61159006850469,2.47538845343129,-1.66963005117218,601,5167,-0.120544367517006,6.6208902784318,-0.477264299827596,9.82679607104782,13.8600373573723,-1.13132112843228,-5.04957098867713,-11.0510276327304
"287","2013-03-05",0.943035676479731,0.20332930700846,1.46763494701325,1.4626268576297,-744,-813,2.32789957198456,1.47244000652176,-1.29447297114229,-19.3532248956547,-0.554986578655026,2.28299081640149,10.8938808000856,0.845599491499271
"288","2013-03-12",-0.777087228613205,-1.84615775968222,-0.882030427898783,-2.89137172574581,161,314,1.17357041543684,1.00853365010174,0.720970701900114,1.90005716142867,-2.74198442614733,-3.49045396618628,-11.230136671138,1.47110643665407
"289","2013-03-19",5.33492060380425,3.0663479382568,4.78752887264822,10.4953366962553,699,-4628,9.28719956471902,-0.784776109816221,1.4463865389418,-2.91477921164915,1.47061473896954,11.4739078484323,17.2995554845096,5.00063730649938
"290","2013-03-26",-0.431663334925148,-0.921532799397085,-0.438680257379787,-2.40075036111413,15,922,0.390269781158104,1.54831250409124,-0.595127916609073,-65.071506024472,-0.327452656742544,-2.32556076454227,-4.62839478486181,10.3812356551748
"291","2013-04-02",0.392875992964825,-0.136959629459632,-1.25289857389905,-4.1999029878836,2370,2846,1.2698641848349,1.58970674209957,-0.153226105059723,6.89277015563352,0.175151183259636,-2.93975953283816,-1.2369532847929,-18.4486676436398
"292","2013-04-09",-1.06768900315775,-1.7909516966828,0.0153741867706003,-4.56989314689018,-1555,1499,0.109823743947146,4.12919117087061,-0.160138821170897,50.9364703126315,0.876779538366002,-4.90326547901674,-21.8994445448951,-15.5177901283787
"293","2013-04-16",-0.705485169529751,0.774054522776879,-1.04874821087559,2.15428850054842,489,-755,-3.13858365883508,-3.8844592058636,2.69241965168519,13.8998874806656,0.672032422007085,1.70218298814486,-11.0314666514906,2.9535519625508
"294","2013-04-23",-4.39893493391779,-1.143412998392,-3.80777024790682,-13.7671360612604,-812,7680,-10.1082461128627,4.48797071840747,0.337450838294195,21.008151389087,-4.6329462315116,-16.8576020666089,6.67731589389859,3.37657256104507
"295","2013-04-30",2.85404721781983,2.67377585246127,2.50281985505723,8.10560589229947,474,-2591,3.18387612999942,-1.97685404894763,1.35983564186137,1.19163431983429,3.69756407474089,8.17696037099704,6.11496940259268,10.6316726884607
"296","2013-05-07",-4.61886012288346,-3.2939488154959,-4.85938020190542,-20.8096089515539,327,9072,-7.08297646175531,6.82709125756311,-2.68588437568553,-2.00701449252758,-2.25831606472742,-24.8525810527605,-12.3161647720032,3.74091949111861
"297","2013-05-14",-0.385487238935411,-0.108898133701985,0.442881472079293,-18.4105141344237,-1104,8624,-0.911853790948491,10.8422357253556,-0.804152507612521,10.5711331307802,0.0458991947013487,-20.780345417166,3.71519163747109,-16.0370906046021
"298","2013-05-21",2.56430024263317,-0.0711343666338848,1.76906568976882,18.7974064894085,1063,-8982,7.41455390697965,-7.48341093440192,3.32586649303277,-12.619255136908,-8.82767227347721,21.8962328665956,17.6656225566703,12.2118042815156
"299","2013-05-28",7.14506135081976,2.45335964297393,7.89713013121691,21.5533936476337,-1093,-10356,14.9576386328347,-1.59942023801971,-0.547758986829905,4.09334089262527,5.46490809464277,22.6531057414631,7.24628121507678,20.1989572461031
"300","2013-06-04",3.38746778589538,2.99310251952143,3.1893150691312,7.60739108924522,269,-2391,4.00135799537935,-0.399637225797278,-1.58954915229543,0.457317870196583,8.63066736220279,8.56165650059193,4.45874714560972,2.74809838727581
"301","2013-06-11",0.450742114042768,1.73904309382227,0.601133931454001,-0.0990774392709781,-233,1683,-1.57796209091536,1.18935578085182,2.34194668257164,-37.089837847286,-2.72780541070716,0.843816360649008,14.9830820869781,3.18283717374559
"302","2013-06-18",-8.7095061899257,-6.02501685988539,-8.46446636801907,-1.48202318872688,-268,-4450,-13.1634880100368,-14.6906450175774,-1.73125444374538,5.6760416069606,-8.88024890771089,-0.103214645664451,-16.1952181402127,-14.9460452604512
"303","2013-06-25",-4.9465398903731,0.288878390588998,-5.27071765156215,-0.27010667378633,490,440,-14.6442289432212,-10.2783663353307,-0.925096113457258,-3.98247477057598,1.38381111499086,1.16412280129712,2.38868256273808,-13.0925626164249
"304","2013-07-02",-1.28499617661255,-1.22695339639609,-1.2342668948838,-8.34941264485156,-58,4401,-1.40097811090296,5.74679152800623,-0.113778101239959,-8.59285398507978,-3.42747055945676,-4.72799700742037,0.964772583909301,-56.9037180930756
"305","2013-07-09",0.607386384315056,-0.00114519333713758,0.899293432090076,0.737893867946227,-392,-467,1.81342418178581,1.04664557392269,1.31366207624968,3.8221212820198,-2.86958742936019,0.117302066236391,3.10309496654337,9.61387946839416
"306","2013-07-16",-0.164041533208703,-0.371734844484628,0.22093809947723,-6.78317300593374,-510,3833,0.242614967933896,6.20447980216952,-0.231464058777853,0.170309436567262,3.43871614838456,-7.69872465687929,-14.183308611808,3.73925979405811
"307","2013-07-23",-1.83250699227919,-1.80709642778769,-1.45327876253276,-14.1403532847292,-467,6252,-1.88212606240707,7.65735106019836,0.903344614584967,11.9105662207248,-4.43869222401254,-16.1448311294183,-6.96426603284479,-0.693891228227272
"308","2013-07-30",1.26158430713037,0.999216400506597,1.19547014212387,1.28692454735031,61,192,1.77212369412132,1.13655269484436,-2.14329556238617,-0.910476699291962,3.89451127073333,0.795531804714678,7.47595455479519,8.19773025266404
"309","2013-08-06",3.06528180093473,-0.411054921563014,2.7509416981454,11.6662443866717,366,-6799,9.47791231934669,-3.44916050665862,0.328371573522013,-0.0508259223139795,-0.490741002051998,13.1086151202044,-4.10830191885676,-0.148148175244245
"310","2013-08-13",-5.93678963881228,-1.93261458790133,-5.88287408860015,-7.25321139699862,28,2450,-13.3805785095047,-4.86742180925557,-0.216604213293436,-2.62698598582531,-1.23273468626888,-7.14018401662582,-15.0350801917485,-11.0949506432506
"311","2013-08-20",-6.54903509630849,0.559536324293575,-5.63429203321721,0.806876513077448,-1003,32,-22.2203923769435,-10.6286110051913,0.430559408002296,-4.86596925142138,-0.639671208130466,1.02546219983655,6.48545268283041,0.770080813317797
"312","2013-08-27",1.9958086619507,1.5567522591196,2.53814761540259,10.0867603601534,-729,-4494,3.07318843198754,-4.11524153734408,1.22897735318617,4.29020215442097,1.16173342753729,10.1783347293768,5.09443656938426,11.6503678815523
"313","2013-09-03",1.22826434800185,-0.179019856235918,1.37299015532584,0.455304582661675,-225,-431,4.57483213418612,2.23363608697689,-0.509698308765927,10.5045505417388,0.453401280501176,-0.265463389237297,-0.778702754269922,5.01709871967737
"314","2013-09-10",2.87474706017239,2.97687763987788,2.51595901215182,4.27925986298732,361,-69,2.63716971925803,0.848536858102378,1.02324169719008,-11.8787793564725,5.78859283111051,5.24246639003376,2.79747216110255,-0.768249617201633
"315","2013-09-17",0.748713331149453,0.920712266093915,0.796505131776293,2.1866862436573,-87,-588,0.346775600364246,-0.559316940845278,1.4658745361114,2.2626590116773,-0.496352685676271,2.19713432804358,3.57675552345817,2.01279206930725
"316","2013-09-24",-1.48476310127652,-1.08460689030352,-1.80931315750197,-4.51067181156386,467,1905,-2.42888232580345,0.791822518523944,0.107655134042517,-0.783498392981929,-1.03928934617645,-4.52016003926072,-8.23226026608292,-6.06675682264797
"317","2013-10-01",0.922373949058297,0.326393531502944,1.46632005624632,1.13376817125364,-734,-420,2.32392574195099,1.77715362943349,-0.211197780672201,-0.73684543910959,1.16732843047238,1.02737596595688,-0.0128460402256891,3.42097705784283
"318","2013-10-08",0.572585190674069,0.480307779836586,0.58498257028603,-1.5124130765038,-37,1371,0.787107080018146,2.50029482702114,0.0929819808755283,-1.86622318355392,0.640704591415187,-1.69908294155121,2.1227362035642,1.09929770344426
"319","2013-10-15",-1.37720816940039,-1.22727247885255,-1.05236294402413,-9.04484177586777,-371,4270,-1.72610588191127,5.59680895408849,-0.438193315388524,8.85351526620495,-1.49541064926098,-10.1526020222215,-4.87084167876599,-3.38293642771639
"320","2013-10-22",3.49950750434758,0.839380939293832,3.73198798097345,9.28186411371303,-456,-4762,9.44304549929775,-0.780423522258111,-1.03855494438498,-15.7604914695346,0.239815457120862,10.3120045652201,14.1259279288889,7.5293162567025
"321","2013-10-29",5.90254133954939,0.766459260165142,5.21995924042198,8.62756504533717,700,-4912,16.0824786914951,2.21150944065709,-0.201708149587709,-7.48180103481033,1.92453343045003,7.69570642102533,1.45688895992624,24.6043799765594
"322","2013-11-05",2.27840385296556,1.22440532346193,3.5749724506692,6.99182596745498,-1982,-3800,4.18561971683928,0.354929722839437,-0.945276375697723,-3.28519751583851,3.71875784752778,5.29101015834907,2.78569545029672,25.6400446921822
"323","2013-11-12",-3.49596850296336,0.329642157505283,-4.21391161413567,-3.23825952862116,1214,2612,-10.7024518844312,-5.17362682257794,-0.347546888484729,7.78170223568075,3.44060747117307,-1.15235418628288,-8.93718029620558,-26.2526308381746
"324","2013-11-19",-3.48066696726228,-0.0891937931804421,-4.48382716364453,-5.08612631188381,1515,3404,-10.5957214348789,-3.88917492340397,-2.29120979883763,13.9012481822434,1.34970207838325,-4.70364800311565,5.41431110783126,-16.0785469160283
"325","2013-11-26",-1.2880351232436,-1.76602332602087,-1.540176239752,-5.72112570699499,374,2125,-0.239036164356676,2.39981901510866,-0.0913231901849443,7.03707566515588,-4.34982995776476,-5.12511956238431,0.340909421077207,-19.4435876868308
"326","2013-12-03",-1.98682546177018,-0.150364156386829,-2.32214237287991,0.13466308543979,488,-219,-6.10719244592381,-4.59846069427456,-1.03936603069208,75.5273155292133,0.79974610030078,-3.17747269109567,0.509194876715569,-12.6081838471078
"327","2013-12-10",2.32054140739599,-0.1011179233398,1.6511611938359,2.88993258271351,835,-1942,7.70369909535251,0.461555419198767,-1.96004455791581,-1.34505618394893,1.79765805901919,2.49809594705734,1.37871376300804,13.6297449922015
"328","2013-12-17",-3.4351147667639,-3.2120083119926,-3.0553003650077,-15.3220558037248,-440,6424,-3.91380401624044,7.58002781158567,-1.9196138304693,1.34505618394893,-3.55708540544484,-19.0549720679506,-8.24575844809967,12.3221862413244
"329","2013-12-24",-1.30043956734696,-0.656839759345118,-1.5987229525555,-9.33633140989052,399,4408,-2.7004021936456,3.99789737941365,-1.0873253748068,1.79538036165958,0.0654031559008672,-9.07011595556018,-1.52265564375682,-24.5694857437242
"330","2013-12-31",-1.32652490604421,-1.61134228398705,-0.440197963770039,0.0196803905225806,-1088,-1378,-0.703457041078437,-0.75254152923776,-0.0473383994259891,7.97004646091732,-1.79554515517335,0.529688209783785,-9.27970766397408,-18.0697770776878
"331","2014-01-07",1.56714292892115,1.51080569072324,1.09885548517159,-7.75728345957933,556,5075,1.68971880429076,6.71664850746669,-0.265509958504317,-0.659388335971656,3.1928664465152,-10.417431728408,3.61078701727902,15.2278694256467
"332","2014-01-14",1.2870538823039,5.91966688132821,1.79157822731391,-3.54544222291313,-674,6852,-9.59103954930587,4.81148700472129,7.54618023523275,2.24866384047253,2.77830201510909,-4.6143738779227,11.1382874801949,-0.057670128472509
"333","2014-01-21",-0.957545846333296,-1.27250340024734,-0.0635737787336055,3.17046308914151,-1123,-2609,-0.162442270701568,-1.86328052230547,-0.744582046034203,-4.84566843039786,-1.14894939272414,5.37596866702099,-4.65034141291358,-10.5136203414245
"334","2014-01-28",3.13306667479836,1.35735142270388,3.3321799391052,8.47212167282194,-383,-2918,7.45683598082518,0.276127339913224,0.449180393896498,-2.90624264112189,4.15685648254449,10.312291901055,-6.51393021709623,1.24185643101793
"335","2014-02-04",5.00028709647591,4.8680537160795,3.63279941838091,-24.8541820744938,1694,15750,5.31192448274584,17.9164322193847,2.85111803918703,-13.5467985452166,8.57207937647857,-26.4493599160849,-2.15401025684994,-20.6277099315069
"336","2014-02-11",3.39044960303223,-2.68043583714981,4.30336034156369,-29.3591862634312,-1394,7597,16.3624769046773,15.2273170394594,-3.1341099814906,0.199900116541762,-3.58955853246954,-32.4454379775862,4.78287229456917,-44.7162631649764
"337","2014-02-18",3.01655783035173,4.04852890272434,2.58473823335432,-12.9631646142304,525,7439,0.979664330048813,6.24040765593374,-1.80961999970979,16.1682334017792,9.31592201490439,-21.7109958922425,9.241798957712,20.5965214779125
"338","2014-02-25",-3.08275400833828,-5.52712633840482,-3.0180391452971,-24.2566154076959,6,414,1.64371481345249,0.984032822305281,-5.4934302318987,16.5402853630679,-6.69507721282212,-40.2363849613874,-0.0115400150146883,-2.91331502699421
"339","2014-03-04",2.23967456618723,-6.08625240124088,2.44041972186331,-16.5032072939843,-369,-2290,16.1324582597125,5.26139863495967,-5.50031561382269,2.20728078409635,-7.94789199859416,-27.664754852036,-0.416329964139983,-5.82383275518108
"340","2014-03-11",4.70094881107315,-1.32446068546663,4.74539891488757,-3.44649134673798,-243,-545,13.0760148736789,5.78889272985581,-6.36615141734627,22.8481392334908,6.2615280732695,-40.6946400678857,-13.8360676374393,50.9528186023171
"341","2014-03-18",-2.3483524449766,4.32876228573864,-2.52837655582905,-3.08164625378158,361,4264,-11.7050082727692,-2.46130748390438,-4.05560819413591,10.6984301674903,12.1858748809631,-17.7395815241049,0.544164857292628,-8.6038140903077
"342","2014-03-25",-0.509302498914899,0.59713083176387,0.00265688931406771,5.57130348614159,-751,-399,-2.21323064355339,-0.691796117480692,-2.52848674784207,-0.580736387841263,7.00093014051308,-5.5146156689716,-28.2620998825557,37.0794809025752
"343","2014-04-01",-1.10797603364627,-2.11433469416509,-1.53341000742451,5.4594563355808,679,-2829,0.443792879899796,-2.4696735784671,0.197444729560914,1.44556599314747,-5.42833651611918,15.9389036488848,10.5237593265601,-1.10471235166525
"344","2014-04-08",-2.95007471693811,-1.74196686270296,-2.16955166068633,1.7013074117525,-1024,-1819,-4.81775661552906,-2.72075290940137,-0.197444729560914,-0.299962729602754,-5.68708377021849,0.329435316882432,16.0968811346791,7.48834939071994
"345","2014-04-15",-3.81324672389294,-1.88678184358704,-4.15816288980029,-14.6226708096368,653,904,-6.91457679939571,-2.72217665933407,-0.834129149612295,-2.24045824854731,-0.331789894475776,-15.92064690215,-17.1295378607324,-39.8844835098777
"346","2014-04-22",-0.640989790378477,-0.464187079287903,0.534595848419706,7.21688039517012,-1610,-1582,-0.933555446728107,-0.362540126076993,-3.86316659489498,12.0680353405362,1.03092513038234,-5.3670933517342,7.28181869581128,14.6122440114525
"347","2014-04-29",1.74854135768978,1.83575980159869,0.472729838388375,-3.79784943724051,1707,2191,1.60370888529133,1.05389052249052,-0.421179924662596,1.12817081045691,4.29887714078667,-10.2989642405012,-3.47466978978588,-7.88147192096726
"348","2014-05-06",-1.03436649823365,-0.113679658311838,-1.00948131605421,0.556632608565977,5,-189,-2.58402116723726,-1.21933945241643,0.00301472694133054,4.63619269774256,0.0306292117560503,-6.28259604413959,-1.73674701798792,-1.96558607854804
"349","2014-05-13",0.493890048450751,-2.14888709644967,-0.125106068862202,15.4340287598297,844,-4579,4.84247046571351,-2.42736376050008,0.23186146884413,16.5726802222979,-2.08435275893688,18.495976434405,-16.0322247533021,7.42939062406229
